label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
NO,0.0,0.0,0.0,-0.09877356,-0.16877475,-0.03268999,-0.11067908,-0.360696,-0.046703815,-0.026384452,-0.49288863,-0.07146428,0.059012588,-0.5704565,-0.09504205,-0.06434264,-0.521253,0.016316501,-0.11697056,-0.71272004,-0.015916781,-0.15068156,-0.8345133,-0.041076116,-0.16863865,-0.93988866,-0.057782136,0.028894562,-0.5263147,-0.001594574,0.08302381,-0.7529985,-0.036628667,0.09281425,-0.8926395,-0.066847086,0.11019842,-0.9939096,-0.0824099,0.10426803,-0.47298875,-0.028901557,0.1347829,-0.6531912,-0.09236844,0.06269634,-0.5755994,-0.11270787,0.026900206,-0.48066056,-0.10577832,0.16712983,-0.38892457,-0.058785137,0.17636761,-0.5344787,-0.100775465,0.11279548,-0.49492395,-0.09768672,0.07419227,-0.41747344,-0.08385147
NO,0.0,0.0,0.0,-0.099327,-0.14825147,-0.03266872,-0.11098607,-0.36113867,-0.04316096,-0.0244547,-0.50245386,-0.061492156,0.0667905,-0.5760835,-0.076821856,-0.07694212,-0.5299053,0.0040623043,-0.13196732,-0.7337021,-0.021612035,-0.16495904,-0.85167325,-0.043411408,-0.18506317,-0.9563565,-0.060525343,0.018565657,-0.53834933,-0.01119045,0.06402189,-0.7641883,-0.035212032,0.0802235,-0.8934823,-0.062866114,0.10141078,-0.9948447,-0.082454585,0.09597052,-0.48595443,-0.033915553,0.1426154,-0.6825581,-0.081166804,0.09386639,-0.62010264,-0.09847145,0.066568255,-0.5323563,-0.0978235,0.15992671,-0.40386194,-0.059945226,0.18934755,-0.55187005,-0.09555377,0.14214535,-0.52660495,-0.09467661,0.11047952,-0.4564196,-0.08622558
NO,0.0,0.0,0.0,-0.09592753,-0.16392829,-0.044747468,-0.092521936,-0.37151757,-0.061112486,0.019438569,-0.5011001,-0.082885675,0.11247692,-0.5779444,-0.10245831,-0.07150315,-0.5304164,-0.004319279,-0.122542754,-0.73188186,-0.03655444,-0.1582156,-0.8587558,-0.0626507,-0.17925991,-0.96502066,-0.08136368,0.027281225,-0.5380662,-0.014197246,0.074439555,-0.7632664,-0.046309,0.08915269,-0.8961461,-0.075841725,0.11059744,-0.9938653,-0.09471021,0.10456135,-0.48639685,-0.03340704,0.15020096,-0.6737519,-0.08957172,0.103144184,-0.6016462,-0.10626722,0.079900794,-0.5155664,-0.102244444,0.16742148,-0.4038943,-0.05675194,0.19889809,-0.55462223,-0.09592948,0.15436952,-0.5163206,-0.092878565,0.12548113,-0.44520983,-0.08196687
NO,0.0,0.0,0.0,-0.09698437,-0.16014639,-0.045539595,-0.09018485,-0.3710977,-0.060002092,0.02139557,-0.49990278,-0.07989717,0.114650086,-0.57034016,-0.097033285,-0.07176555,-0.5444278,0.0036546849,-0.121519856,-0.74382675,-0.025970701,-0.15310422,-0.8691259,-0.05193218,-0.17058742,-0.9755241,-0.07147445,0.02903361,-0.54946905,-0.0058288397,0.078428894,-0.7643418,-0.037487518,0.09287317,-0.89376116,-0.06929356,0.11223339,-0.99368197,-0.08997817,0.10540494,-0.49744374,-0.025417296,0.15985885,-0.67598426,-0.08215087,0.108968146,-0.6050953,-0.10339836,0.07949244,-0.5211823,-0.102637835,0.16529272,-0.41531432,-0.049344175,0.20417091,-0.5484249,-0.09010556,0.15790698,-0.51061505,-0.092045285,0.12573335,-0.44387814,-0.084841795
NO,0.0,0.0,0.0,-0.09645554,-0.16302897,-0.050325565,-0.08647544,-0.3736948,-0.06731389,0.024897708,-0.50403726,-0.08839923,0.118000574,-0.5743389,-0.10601952,-0.0693175,-0.545973,-0.000822241,-0.11652224,-0.7460049,-0.030332705,-0.14716157,-0.8724127,-0.057074342,-0.1629597,-0.9777616,-0.07791144,0.031872213,-0.5487781,-0.007944335,0.078764565,-0.7623133,-0.04040242,0.09773734,-0.89467347,-0.07524108,0.1196381,-0.9928176,-0.09929266,0.108697236,-0.49553663,-0.025339812,0.1672,-0.6809998,-0.08253636,0.12576261,-0.6241495,-0.10868023,0.097377956,-0.54269445,-0.11227783,0.16994976,-0.4148323,-0.04734249,0.2105633,-0.5553679,-0.09113316,0.17607336,-0.53036916,-0.098687604,0.14831501,-0.4675205,-0.09563765
NO,0.0,0.0,0.0,-0.09313821,-0.16364689,-0.050821524,-0.07796318,-0.37370846,-0.067092724,0.03913094,-0.49753928,-0.08746188,0.13161045,-0.56867087,-0.10409049,-0.06797166,-0.5488184,0.002270846,-0.11413617,-0.7499705,-0.02740086,-0.14507678,-0.87452394,-0.0551482,-0.16289504,-0.9793607,-0.077191226,0.032967538,-0.5534767,-0.004289286,0.08001267,-0.7668947,-0.03614071,0.10022465,-0.8939401,-0.07127862,0.121684566,-0.9925688,-0.09595562,0.107530855,-0.5007765,-0.02152987,0.1706678,-0.68417835,-0.07780037,0.12947516,-0.62500376,-0.1031248,0.096971065,-0.5483229,-0.10683507,0.16673385,-0.41843313,-0.04385369,0.21717621,-0.5516848,-0.08916899,0.18439378,-0.5319913,-0.098950855,0.15209058,-0.4812634,-0.0977429
NO,0.0,0.0,0.0,-0.09406651,-0.15853997,-0.057068635,-0.08176722,-0.3706227,-0.075874,0.03548334,-0.4934469,-0.098377496,0.13182268,-0.5524778,-0.11721722,-0.06568242,-0.5442699,-0.0045542363,-0.11276099,-0.7498728,-0.036148638,-0.14344293,-0.8792099,-0.06477576,-0.15941653,-0.9872114,-0.087937914,0.034687947,-0.5506618,-0.008631174,0.08023341,-0.7625863,-0.044135734,0.10147509,-0.8924805,-0.08131345,0.1258032,-0.99093854,-0.10741782,0.108526975,-0.49965543,-0.024041528,0.17164367,-0.6814357,-0.08501009,0.12625042,-0.6187713,-0.11472942,0.091880605,-0.53288746,-0.12025059,0.16686,-0.42004147,-0.044872742,0.21437326,-0.5513183,-0.09398861,0.17946371,-0.5326954,-0.10830247,0.1463978,-0.47681907,-0.11007277
NO,0.0,0.0,0.0,-0.09395107,-0.1555309,-0.06418933,-0.07993082,-0.35937026,-0.08691498,0.043145206,-0.48102868,-0.11080055,0.1387627,-0.5567344,-0.13041899,-0.06866001,-0.5506693,-0.012474327,-0.112352304,-0.75585556,-0.043496747,-0.1398718,-0.88202596,-0.0711013,-0.1523308,-0.9883295,-0.09288024,0.035089403,-0.5519496,-0.013274247,0.08071388,-0.7626008,-0.046519518,0.10542506,-0.89192057,-0.083020695,0.13120484,-0.99087894,-0.10890702,0.110990465,-0.49572116,-0.025798595,0.17458493,-0.663777,-0.086540826,0.13804583,-0.6032211,-0.119000934,0.10658281,-0.52533215,-0.12684569,0.17024226,-0.41055733,-0.04386761,0.224116,-0.53785175,-0.09358028,0.19632772,-0.5144309,-0.108755976,0.16456994,-0.46030924,-0.11123411
NO,0.0,0.0,0.0,-0.0928497,-0.15683024,-0.062934585,-0.074356146,-0.36263436,-0.08325057,0.04867732,-0.48335218,-0.10554145,0.14188349,-0.5578943,-0.12364478,-0.0646361,-0.54714316,-0.004054798,-0.11037594,-0.7529957,-0.035421558,-0.14086832,-0.8805927,-0.06431148,-0.15749697,-0.98751944,-0.086543255,0.03712127,-0.5516065,-0.0051519964,0.08486213,-0.7611299,-0.039858744,0.10773904,-0.891208,-0.0779326,0.13126391,-0.99105936,-0.10365737,0.110339,-0.49839494,-0.018502677,0.17511874,-0.6582368,-0.07975321,0.1318512,-0.59175384,-0.11041443,0.09632075,-0.5130884,-0.11598554,0.16800195,-0.41878927,-0.03760994,0.2200506,-0.5393039,-0.08482923,0.1867341,-0.50861126,-0.096506625,0.15424754,-0.45291057,-0.096289344
NO,0.0,0.0,0.0,-0.08680021,-0.15511338,-0.05425486,-0.05793957,-0.36402336,-0.069415435,0.067185655,-0.47514096,-0.08602075,0.16349366,-0.5314698,-0.09897629,-0.042973373,-0.55150634,-0.008063133,-0.08601948,-0.75121045,-0.03661862,-0.11881515,-0.8809177,-0.06304651,-0.1352748,-0.9882709,-0.0834762,0.056448575,-0.5470119,-0.010200828,0.102791,-0.75300986,-0.0380495,0.124932975,-0.88645387,-0.071008496,0.15451108,-0.98799103,-0.09526815,0.1304568,-0.48617232,-0.022782395,0.19837108,-0.65023935,-0.07365102,0.15132639,-0.6043934,-0.1042064,0.115757264,-0.53172266,-0.11321017,0.18865514,-0.40034163,-0.040567048,0.24163617,-0.5259726,-0.08168754,0.20313944,-0.5206159,-0.096186996,0.16262086,-0.47703856,-0.10003168
NO,0.0,0.0,0.0,-0.0876165,-0.1645056,-0.06048196,-0.054362822,-0.37437674,-0.072072275,0.07499607,-0.49198437,-0.08438009,0.16804792,-0.5604773,-0.09202364,-0.05145746,-0.5439833,0.006821296,-0.09103941,-0.7504625,-0.01726143,-0.11826385,-0.8819031,-0.042023387,-0.13157564,-0.9913061,-0.062288076,0.051816627,-0.5401268,0.0077445256,0.10003186,-0.7446633,-0.018674593,0.13014555,-0.88050705,-0.054813962,0.15963078,-0.9853876,-0.08112282,0.12430996,-0.48132837,-0.0041930596,0.19366978,-0.6456132,-0.06074941,0.15583287,-0.6022798,-0.09729619,0.12086331,-0.5413677,-0.10898413,0.18098322,-0.40106732,-0.021368235,0.2302993,-0.52301335,-0.06965206,0.1995413,-0.5046814,-0.08786126,0.16662869,-0.45845568,-0.09350963
NO,0.0,0.0,0.0,-0.08523672,-0.16113605,-0.064442694,-0.051173367,-0.37201494,-0.077609256,0.085645474,-0.4767822,-0.09016797,0.18768767,-0.5291786,-0.098756805,-0.044549834,-0.54318887,-0.0043628323,-0.08392325,-0.74959266,-0.030303635,-0.11236103,-0.8823001,-0.05533561,-0.12657547,-0.99195695,-0.07537753,0.057139494,-0.5382497,-0.0021787211,0.10808255,-0.7452337,-0.027821511,0.1356244,-0.87934434,-0.062113833,0.16439603,-0.98175114,-0.08740345,0.12918733,-0.47815472,-0.012664157,0.20159033,-0.6418329,-0.06856126,0.16324542,-0.5998392,-0.1067225,0.12854216,-0.538062,-0.120051995,0.18474358,-0.394378,-0.02869452,0.23568884,-0.5167547,-0.077149965,0.20123813,-0.49335402,-0.09604968,0.1634147,-0.43907407,-0.10267449
NO,0.0,0.0,0.0,-0.0864657,-0.15165746,-0.056988973,-0.05459287,-0.3572553,-0.07206273,0.07780371,-0.4560009,-0.0889501,0.17713128,-0.5034766,-0.10299552,-0.04016321,-0.54615813,-0.006278534,-0.079642005,-0.752541,-0.034890532,-0.106524296,-0.8828343,-0.060015813,-0.11962199,-0.9900452,-0.0796421,0.060480025,-0.53989154,-0.009477149,0.11362993,-0.74790657,-0.04088504,0.14314288,-0.8811053,-0.07727298,0.17398857,-0.98474765,-0.10235096,0.13263737,-0.47985002,-0.023617977,0.20480403,-0.63571554,-0.08265194,0.16847825,-0.5843873,-0.116849445,0.13677445,-0.5189391,-0.12592553,0.18866242,-0.3971541,-0.042405006,0.23480408,-0.5114519,-0.090126015,0.20105866,-0.4815331,-0.10376679,0.16835324,-0.42724848,-0.10565025
NO,0.0,0.0,0.0,-0.08666678,-0.15353847,-0.05567157,-0.04961162,-0.35638645,-0.071422614,0.07699468,-0.45986181,-0.09002731,0.16752774,-0.5083893,-0.105107404,-0.039728034,-0.54198545,-0.0030844607,-0.0774184,-0.748399,-0.03354169,-0.10226193,-0.8774103,-0.061148558,-0.113667816,-0.9839461,-0.083348334,0.061109427,-0.5391371,-0.007835103,0.11426798,-0.7443674,-0.04214879,0.14480507,-0.8770688,-0.081093594,0.17675456,-0.9842549,-0.108974054,0.13272904,-0.48306406,-0.023739338,0.20249923,-0.64460355,-0.08238566,0.15573664,-0.59032106,-0.11526454,0.11626629,-0.52267736,-0.12488303,0.1885822,-0.4022154,-0.044865035,0.23388265,-0.5139754,-0.09186995,0.1939168,-0.49039453,-0.10706919,0.15552019,-0.4434078,-0.11128064
NO,0.0,0.0,0.0,-0.08293378,-0.15172696,-0.06221718,-0.041567836,-0.3579408,-0.07404596,0.08561249,-0.46297047,-0.08597524,0.17441785,-0.5155703,-0.0934525,-0.034697406,-0.541649,-0.0023988425,-0.07048826,-0.7474791,-0.029823577,-0.09551549,-0.8772232,-0.055586588,-0.10702337,-0.9840758,-0.07646524,0.06620447,-0.53815854,-0.0024955373,0.12047804,-0.74486697,-0.032009106,0.15280573,-0.87749517,-0.068626426,0.1845603,-0.9828211,-0.09540865,0.13592829,-0.4811665,-0.015140198,0.2091576,-0.640367,-0.07217356,0.16774593,-0.588199,-0.10867863,0.1289987,-0.52552015,-0.12143515,0.19071676,-0.3998646,-0.033481907,0.23896678,-0.5095224,-0.081401326,0.20247999,-0.4821293,-0.09990941,0.16373414,-0.43408257,-0.107098214
NO,0.0,0.0,0.0,-0.07911408,-0.15013532,-0.061580945,-0.038971294,-0.3536592,-0.07720496,0.0898504,-0.4575143,-0.09423154,0.18187964,-0.50534636,-0.107103676,-0.033702668,-0.5448539,-0.002508029,-0.07015297,-0.75153553,-0.030736567,-0.09425215,-0.8798757,-0.057218283,-0.105170116,-0.98702157,-0.078509755,0.066335574,-0.5401572,-0.0038622979,0.11991722,-0.7472067,-0.03521991,0.1545817,-0.87767917,-0.072204895,0.18980825,-0.9818211,-0.098314725,0.13560042,-0.48122466,-0.017087268,0.21156454,-0.636909,-0.07439973,0.17255776,-0.5680839,-0.10415868,0.13745174,-0.49453953,-0.11100161,0.18930374,-0.3982313,-0.036149807,0.2416499,-0.50569737,-0.081058346,0.20835105,-0.4658823,-0.09192376,0.17562285,-0.41109672,-0.09273095
NO,0.0,0.0,0.0,-0.07473939,-0.13968849,-0.09971492,-0.03061948,-0.32413352,-0.124117225,0.07857712,-0.42855516,-0.14065112,0.15494764,-0.49414495,-0.15067525,-0.034004714,-0.53005093,-0.035646833,-0.069135666,-0.74591994,-0.06948009,-0.091982916,-0.88387513,-0.098052226,-0.10007516,-0.99497986,-0.12127232,0.06485178,-0.5231567,-0.021584824,0.12302442,-0.74096537,-0.05675998,0.16317871,-0.8760575,-0.1014178,0.19866991,-0.9795063,-0.13503814,0.1319785,-0.4675917,-0.023669422,0.22007488,-0.63501596,-0.09714466,0.19106515,-0.57448167,-0.15652557,0.15510866,-0.5026169,-0.18380307,0.18776618,-0.39104295,-0.03327214,0.23854148,-0.4876151,-0.103358805,0.20943776,-0.44992632,-0.1457956,0.1731026,-0.3939919,-0.16941598
NO,0.0,0.0,0.0,-0.07773011,-0.13538961,-0.057600163,-0.038148973,-0.32990637,-0.07647277,0.07430559,-0.435759,-0.09718842,0.15065078,-0.48698136,-0.11464905,-0.02397296,-0.527635,-0.02067352,-0.060953747,-0.7417106,-0.05737803,-0.08487574,-0.875158,-0.087854825,-0.09631579,-0.98766136,-0.1120961,0.074300244,-0.52718705,-0.02718934,0.13026811,-0.7416841,-0.06818767,0.16450089,-0.8714199,-0.10998961,0.19670892,-0.98046196,-0.13947202,0.1403791,-0.47365913,-0.043108594,0.21531224,-0.6391023,-0.10489464,0.17841122,-0.57033306,-0.1332336,0.14305714,-0.49730834,-0.14009328,0.1919556,-0.38993725,-0.064360335,0.24397144,-0.49636713,-0.11020816,0.20732188,-0.45929262,-0.11978605,0.1704233,-0.40586466,-0.12050769
NO,0.0,0.0,0.0,-0.071457244,-0.14618908,-0.10513923,-0.022786276,-0.3222656,-0.12796813,0.08720582,-0.42419222,-0.14196369,0.16118242,-0.49547106,-0.14800403,-0.034519386,-0.5284821,-0.022088883,-0.07068733,-0.74366575,-0.051044628,-0.09399244,-0.8820091,-0.07674775,-0.10176905,-0.994808,-0.0970911,0.0626189,-0.5170807,-0.0042678304,0.11728945,-0.7339611,-0.03296432,0.1569184,-0.8712292,-0.07345876,0.19330668,-0.9788306,-0.10327196,0.12959981,-0.46013516,-0.0050168326,0.20751677,-0.6284687,-0.07882841,0.17466228,-0.55720687,-0.13788967,0.13946854,-0.4842322,-0.16202672,0.18724427,-0.38968366,-0.013641157,0.23135678,-0.4923595,-0.08328794,0.2041415,-0.44910848,-0.124256805,0.17327327,-0.39113396,-0.14544354
NO,0.0,0.0,0.0,-0.07764733,-0.1395104,-0.08704467,-0.032673568,-0.3181738,-0.110076204,0.07638831,-0.42161873,-0.12911037,0.1475133,-0.48395708,-0.14281656,-0.028649725,-0.52550715,-0.023715341,-0.06769913,-0.73888516,-0.05927325,-0.091653965,-0.8760989,-0.09051175,-0.099731386,-0.9906205,-0.115194224,0.06971218,-0.51824456,-0.016262216,0.12386633,-0.7325767,-0.05678018,0.16045697,-0.8699582,-0.10522941,0.19630359,-0.9805432,-0.13990325,0.13648672,-0.46097374,-0.023379095,0.20687616,-0.62752676,-0.10000811,0.16478679,-0.55530196,-0.15395363,0.12787719,-0.4750959,-0.1745235,0.19140823,-0.3841655,-0.03678263,0.22732955,-0.4875031,-0.1036318,0.1902748,-0.44842994,-0.13775282,0.1566509,-0.38941565,-0.15380688
NO,0.0,0.0,0.0,-0.075477235,-0.13867325,-0.07360933,-0.026990203,-0.3237476,-0.09108334,0.09328167,-0.41800934,-0.1056464,0.16971582,-0.47602248,-0.11547492,-0.025067259,-0.5317408,-0.017973829,-0.062811196,-0.7418298,-0.052630078,-0.08715393,-0.8751141,-0.08354747,-0.09804195,-0.98555255,-0.10678841,0.073196724,-0.5225521,-0.015297645,0.13048434,-0.7367756,-0.05175863,0.16692889,-0.8706331,-0.09579111,0.20182101,-0.97942245,-0.12617213,0.14019825,-0.46106672,-0.025115581,0.21397072,-0.62024754,-0.09139651,0.17963183,-0.5477202,-0.13296331,0.14849097,-0.47723618,-0.14654978,0.19385315,-0.37457243,-0.0406373,0.24050078,-0.47430396,-0.0949822,0.20647354,-0.42653993,-0.114386424,0.17417473,-0.36980197,-0.12056121
NO,0.0,0.0,0.0,-0.07945573,-0.14068848,-0.08736242,-0.037362836,-0.31569594,-0.10840533,0.07007525,-0.4095047,-0.12473239,0.13937066,-0.47409838,-0.13559826,-0.035272177,-0.52951866,-0.019553918,-0.07647197,-0.74341536,-0.05203408,-0.10044716,-0.880183,-0.080889456,-0.10919685,-0.99402016,-0.10356026,0.062586345,-0.5184963,-0.011248428,0.11823745,-0.73613983,-0.048272144,0.15933223,-0.87232,-0.09439151,0.19654118,-0.9794339,-0.12648004,0.12956484,-0.4586087,-0.017932944,0.20602801,-0.61801136,-0.09415026,0.17321768,-0.5407542,-0.14885287,0.14033686,-0.46432576,-0.16912949,0.18606098,-0.3811379,-0.030631248,0.22490099,-0.47590262,-0.0993163,0.19248712,-0.4245183,-0.13359511,0.16151364,-0.3646901,-0.14898556
